variable_matriz,source_id,table_id,original_variable,tipo_original,tipo_matriz,unit,direction,bloque_tematico,regla_temporal_default,regla_transformacion,is_primary,redundant_with,pct_complete,n_countries_available,fase4_role,included_in_fase4_eda,known_limitations,human_review_status,notes,fuente,tipo,bloque,descripcion_larga
wipo_in_5_2_5_score,wipo,MATRIZ_GII,IN_5_2_5_SCORE_2022; IN_5_2_5_SCORE_2023; IN_5_2_5_SCORE_2024; IN_5_2_5_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_2_score,wipo,MATRIZ_GII,IN_5_2_SCORE_2022; IN_5_2_SCORE_2023; IN_5_2_SCORE_2024; IN_5_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_3_1_score,wipo,MATRIZ_GII,IN_5_3_1_SCORE_2022; IN_5_3_1_SCORE_2023; IN_5_3_1_SCORE_2024; IN_5_3_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_3_2_score,wipo,MATRIZ_GII,IN_5_3_2_SCORE_2022; IN_5_3_2_SCORE_2023; IN_5_3_2_SCORE_2024; IN_5_3_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,69.85,139.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_3_3_score,wipo,MATRIZ_GII,IN_5_3_3_SCORE_2022; IN_5_3_3_SCORE_2023; IN_5_3_3_SCORE_2024; IN_5_3_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_3_4_score,wipo,MATRIZ_GII,IN_5_3_4_SCORE_2022; IN_5_3_4_SCORE_2023; IN_5_3_4_SCORE_2024; IN_5_3_4_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.35,140.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_3_5_score,wipo,MATRIZ_GII,IN_5_3_5_SCORE_2022; IN_5_3_5_SCORE_2023; IN_5_3_5_SCORE_2024; IN_5_3_5_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,45.23,90.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_3_score,wipo,MATRIZ_GII,IN_5_3_SCORE_2022; IN_5_3_SCORE_2023; IN_5_3_SCORE_2024; IN_5_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_score,wipo,MATRIZ_GII,IN.5_SCORE_2021; IN_5_SCORE_2022; IN_5_SCORE_2023; IN_5_SCORE_2024; IN_5_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_score,wipo,MATRIZ_GII,IN_SCORE_2021; IN_SCORE_2022; IN_SCORE_2023; IN_SCORE_2024; IN_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_industdes_score,wipo,MATRIZ_GII,IndustDes_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,60.8,121.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_intelproppay_score,wipo,MATRIZ_GII,IntelPropPay_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,62.81,125.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_intelproprec_score,wipo,MATRIZ_GII,IntelPropRec_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,57.29,114.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_isoenv_score,wipo,MATRIZ_GII,ISOEnv_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_isoqual_score,wipo,MATRIZ_GII,ISOQual_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_jvstratall_score,wipo,MATRIZ_GII,JVStratAll_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,63.82,127.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_knowintsemp_score,wipo,MATRIZ_GII,KnowIntsEmp_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,62.31,124.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_logperf_score,wipo,MATRIZ_GII,LogPerf_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,62.81,125.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_markcap_score,wipo,MATRIZ_GII,MarkCap_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,37.69,75.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_microloan_score,wipo,MATRIZ_GII,MicroLoan_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,41.71,83.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_natfeatfilm_score,wipo,MATRIZ_GII,NatFeatFilm_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,54.27,108.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_newbus_score,wipo,MATRIZ_GII,NewBus_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,60.8,121.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_1_1_score,wipo,MATRIZ_GII,OUT_6_1_1_SCORE_2022; OUT_6_1_1_SCORE_2023; OUT_6_1_1_SCORE_2024; OUT_6_1_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.35,140.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_1_2_score,wipo,MATRIZ_GII,OUT_6_1_2_SCORE_2022; OUT_6_1_2_SCORE_2023; OUT_6_1_2_SCORE_2024; OUT_6_1_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,62.81,125.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_1_3_score,wipo,MATRIZ_GII,OUT_6_1_3_SCORE_2022; OUT_6_1_3_SCORE_2023; OUT_6_1_3_SCORE_2024; OUT_6_1_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,44.22,88.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_1_4_score,wipo,MATRIZ_GII,OUT_6_1_4_SCORE_2022; OUT_6_1_4_SCORE_2023; OUT_6_1_4_SCORE_2024; OUT_6_1_4_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_1_5_score,wipo,MATRIZ_GII,OUT_6_1_5_SCORE_2022; OUT_6_1_5_SCORE_2023; OUT_6_1_5_SCORE_2024; OUT_6_1_5_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_1_score,wipo,MATRIZ_GII,OUT_6_1_SCORE_2022; OUT_6_1_SCORE_2023; OUT_6_1_SCORE_2024; OUT_6_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_2_1_score,wipo,MATRIZ_GII,OUT_6_2_1_SCORE_2022; OUT_6_2_1_SCORE_2023; OUT_6_2_1_SCORE_2024; OUT_6_2_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,69.85,139.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_2_2_score,wipo,MATRIZ_GII,OUT_6_2_2_SCORE_2023; OUT_6_2_2_SCORE_2024; OUT_6_2_2_SCORE_2025; OUT_6_2_2_SCORE_2022,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.35,140.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_2_3_score,wipo,MATRIZ_GII,OUT_6_2_3_SCORE_2024; OUT_6_2_3_SCORE_2025; OUT_6_2_3_SCORE_2022; OUT_6_2_3_SCORE_2023,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,69.85,139.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_2_4_score,wipo,MATRIZ_GII,OUT_6_2_4_SCORE_2022; OUT_6_2_4_SCORE_2023; OUT_6_2_4_SCORE_2024; OUT_6_2_4_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,68.84,137.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_2_5_score,wipo,MATRIZ_GII,OUT_6_2_5_SCORE_2022,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,55.28,110.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_2_score,wipo,MATRIZ_GII,OUT_6_2_SCORE_2022; OUT_6_2_SCORE_2023; OUT_6_2_SCORE_2024; OUT_6_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_3_1_score,wipo,MATRIZ_GII,OUT_6_3_1_SCORE_2022; OUT_6_3_1_SCORE_2023; OUT_6_3_1_SCORE_2024; OUT_6_3_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_3_2_score,wipo,MATRIZ_GII,OUT_6_3_2_SCORE_2022; OUT_6_3_2_SCORE_2023; OUT_6_3_2_SCORE_2024; OUT_6_3_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,65.33,130.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_3_3_score,wipo,MATRIZ_GII,OUT_6_3_3_SCORE_2022; OUT_6_3_3_SCORE_2023; OUT_6_3_3_SCORE_2024; OUT_6_3_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,69.85,139.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_3_4_score,wipo,MATRIZ_GII,OUT_6_3_4_SCORE_2022; OUT_6_3_4_SCORE_2023; OUT_6_3_4_SCORE_2024; OUT_6_3_4_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_3_5_score,wipo,MATRIZ_GII,OUT_6_3_5_SCORE_2023; OUT_6_3_5_SCORE_2024; OUT_6_3_5_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,69.85,139.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_3_score,wipo,MATRIZ_GII,OUT_6_3_SCORE_2022; OUT_6_3_SCORE_2023; OUT_6_3_SCORE_2024; OUT_6_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_6_score,wipo,MATRIZ_GII,OUT.6_SCORE_2021; OUT_6_SCORE_2022; OUT_6_SCORE_2023; OUT_6_SCORE_2024; OUT_6_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_1_1_score,wipo,MATRIZ_GII,OUT_7_1_1_SCORE_2022; OUT_7_1_1_SCORE_2023; OUT_7_1_1_SCORE_2024; OUT_7_1_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,41.71,83.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_1_2_score,wipo,MATRIZ_GII,OUT_7_1_2_SCORE_2022; OUT_7_1_2_SCORE_2023; OUT_7_1_2_SCORE_2024; OUT_7_1_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,69.85,139.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_1_3_score,wipo,MATRIZ_GII,OUT_7_1_3_SCORE_2022; OUT_7_1_3_SCORE_2023; OUT_7_1_3_SCORE_2024; OUT_7_1_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,62.31,124.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_1_4_score,wipo,MATRIZ_GII,OUT_7_1_4_SCORE_2024; OUT_7_1_4_SCORE_2025; OUT_7_1_4_SCORE_2022; OUT_7_1_4_SCORE_2023,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,67.84,135.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_1_score,wipo,MATRIZ_GII,OUT_7_1_SCORE_2022; OUT_7_1_SCORE_2023; OUT_7_1_SCORE_2024; OUT_7_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_2_1_score,wipo,MATRIZ_GII,OUT_7_2_1_SCORE_2022; OUT_7_2_1_SCORE_2023; OUT_7_2_1_SCORE_2024; OUT_7_2_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,62.31,124.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_2_2_score,wipo,MATRIZ_GII,OUT_7_2_2_SCORE_2022; OUT_7_2_2_SCORE_2023; OUT_7_2_2_SCORE_2024; OUT_7_2_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,46.73,93.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_2_3_score,wipo,MATRIZ_GII,OUT_7_2_3_SCORE_2022; OUT_7_2_3_SCORE_2023; OUT_7_2_3_SCORE_2024; OUT_7_2_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,32.66,65.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_2_4_score,wipo,MATRIZ_GII,OUT_7_2_4_SCORE_2022; OUT_7_2_4_SCORE_2023; OUT_7_2_4_SCORE_2024; OUT_7_2_4_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,69.85,139.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_2_5_score,wipo,MATRIZ_GII,OUT_7_2_5_SCORE_2022,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,65.83,131.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_2_score,wipo,MATRIZ_GII,OUT_7_2_SCORE_2022; OUT_7_2_SCORE_2023; OUT_7_2_SCORE_2024; OUT_7_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_3_1_score,wipo,MATRIZ_GII,OUT_7_3_1_SCORE_2022; OUT_7_3_1_SCORE_2023; OUT_7_3_1_SCORE_2024; OUT_7_3_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_3_2_score,wipo,MATRIZ_GII,OUT_7_3_2_SCORE_2022; OUT_7_3_2_SCORE_2023; OUT_7_3_2_SCORE_2024; OUT_7_3_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_3_3_score,wipo,MATRIZ_GII,OUT_7_3_3_SCORE_2022; OUT_7_3_3_SCORE_2023; OUT_7_3_3_SCORE_2024; OUT_7_3_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,69.85,139.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_3_4_score,wipo,MATRIZ_GII,OUT_7_3_4_SCORE_2022; OUT_7_3_4_SCORE_2023,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,63.82,127.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_3_score,wipo,MATRIZ_GII,OUT_7_3_SCORE_2022; OUT_7_3_SCORE_2023; OUT_7_3_SCORE_2024; OUT_7_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_7_score,wipo,MATRIZ_GII,OUT.7_SCORE_2021; OUT_7_SCORE_2022; OUT_7_SCORE_2023; OUT_7_SCORE_2024; OUT_7_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_out_score,wipo,MATRIZ_GII,OUT_SCORE_2021; OUT_SCORE_2022; OUT_SCORE_2023; OUT_SCORE_2024; OUT_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_patfam_score,wipo,MATRIZ_GII,PatFam_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,63.82,127.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_patorig_score,wipo,MATRIZ_GII,PatOrig_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,65.83,131.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_pctpatorig_score,wipo,MATRIZ_GII,PCTPatOrig_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,58.79,117.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_pisa_score,wipo,MATRIZ_GII,PISA_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,socioeconomic_control,year_2025_if_available,raw_value_no_imputation,True,,39.7,79.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_polstab_score,wipo,MATRIZ_GII,PolStab_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,institutional_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_printmedia_score,wipo,MATRIZ_GII,PrintMedia_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,51.26,102.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
